id_operacion;ubicacion;SOA;operador1;operador2;operacion;resultado;id_participantes;id_bloque;correctas_deteccion;correctas_operacion;TR_deteccion;acarreo
199;Derecha;750;57;25;Resta;23;15a8a;Bloque 2;1;1;806;No
108;Izquierda;750;37;26;Suma;45;15a8a;Bloque 2;1;1;610;Si
93;Izquierda;750;74;21;Suma;95;15a8a;Bloque 2;1;0;460;Si
351;Derecha;300;86;38;Resta;34;15a8a;Bloque 2;1;1;449;No
69;Izquierda;1250;61;35;Suma;114;15a8a;Bloque 2;0;0;416;Si
101;Derecha;1250;35;28;Suma;63;15a8a;Bloque 2;1;0;4698;No
31;Izquierda;300;43;35;Suma;66;15a8a;Bloque 2;1;0;715;Si
2;Derecha;750;31;25;Suma;47;15a8a;Bloque 2;1;0;371;No
77;Izquierda;300;63;32;Suma;67;15a8a;Bloque 2;1;1;709;Si
259;Derecha;750;89;27;Resta;62;15a8a;Bloque 2;1;0;509;Si
262;Derecha;1250;89;37;Resta;62;15a8a;Bloque 2;0;0;643;No
336;Izquierda;300;82;46;Resta;43;15a8a;Bloque 2;1;0;739;Si
353;Derecha;300;86;47;Resta;39;15a8a;Bloque 2;1;0;917;No
167;Derecha;300;58;36;Suma;94;15a8a;Bloque 2;1;0;398;Si
256;Derecha;1250;87;46;Resta;41;15a8a;Bloque 2;1;1;480;Si
81;Derecha;750;64;31;Suma;95;15a8a;Bloque 2;1;1;381;Si
95;Izquierda;1250;75;23;Suma;117;15a8a;Bloque 2;1;1;1472;No
249;Derecha;300;86;42;Resta;44;15a8a;Bloque 2;1;0;606;Si
228;Izquierda;1250;76;24;Resta;52;15a8a;Bloque 2;1;0;523;No
136;Derecha;300;48;25;Suma;87;15a8a;Bloque 2;1;1;635;Si
257;Derecha;300;89;23;Resta;66;15a8a;Bloque 2;1;0;467;Si
83;Izquierda;750;65;31;Suma;136;15a8a;Bloque 2;0;0;614;Si
348;Izquierda;1250;85;39;Resta;33;15a8a;Bloque 2;1;1;817;No
304;Izquierda;300;64;27;Resta;37;15a8a;Bloque 2;1;0;595;Si
382;Derecha;1250;96;49;Resta;47;15a8a;Bloque 2;1;1;966;No
78;Izquierda;750;64;21;Suma;85;15a8a;Bloque 2;1;0;344;No
99;Derecha;1250;34;29;Suma;63;15a8a;Bloque 2;1;1;457;No
117;Derecha;1250;39;28;Suma;67;15a8a;Bloque 2;1;0;366;No
194;Izquierda;1250;54;21;Resta;23;15a8a;Bloque 2;1;0;679;No
39;Izquierda;1250;47;32;Suma;79;15a8a;Bloque 2;1;0;699;No
332;Izquierda;750;82;27;Resta;55;15a8a;Bloque 2;1;0;529;No
144;Derecha;750;49;25;Suma;74;15a8a;Bloque 2;1;0;428;No
250;Derecha;1250;87;21;Resta;66;ab518;Bloque 2;1;0;1234;Si
138;Derecha;1250;48;34;Suma;82;ab518;Bloque 2;1;0;1212;Si
49;Derecha;1250;52;34;Suma;86;ab518;Bloque 2;1;1;1271;No
383;Derecha;1250;97;28;Resta;69;ab518;Bloque 2;1;0;651;No
3;Derecha;750;31;26;Suma;48;ab518;Bloque 2;1;1;777;No
45;Derecha;1250;51;36;Suma;87;ab518;Bloque 2;1;1;438;No
180;Derecha;1250;65;27;Suma;109;ab518;Bloque 2;1;1;500;Si
38;Izquierda;1250;47;21;Suma;48;ab518;Bloque 2;1;1;765;Si
112;Derecha;1250;38;26;Suma;64;ab518;Bloque 2;1;1;755;Si
208;Izquierda;300;65;32;Resta;33;ab518;Bloque 2;1;0;752;Si
235;Derecha;750;79;45;Resta;29;ab518;Bloque 2;1;1;518;No
231;Izquierda;1250;78;27;Resta;51;ab518;Bloque 2;1;0;583;No
202;Izquierda;1250;58;26;Resta;27;ab518;Bloque 2;1;1;1162;No
149;Derecha;1250;49;37;Suma;86;ab518;Bloque 2;1;1;563;No
288;Izquierda;750;98;43;Resta;55;ab518;Bloque 2;1;0;829;No
322;Derecha;1250;74;27;Resta;47;ab518;Bloque 2;1;0;473;Si
320;Izquierda;1250;73;39;Resta;48;ab518;Bloque 2;1;0;719;No
337;Derecha;300;82;49;Resta;33;ab518;Bloque 2;1;0;618;Si
7;Izquierda;1250;32;24;Suma;56;ab518;Bloque 2;1;1;587;No
264;Izquierda;300;89;45;Resta;31;ab518;Bloque 2;1;1;630;No
167;Izquierda;300;58;36;Suma;94;ab518;Bloque 2;1;0;1016;Si
230;Izquierda;1250;78;26;Resta;62;ab518;Bloque 2;1;0;1070;No
104;Izquierda;750;36;28;Suma;64;ab518;Bloque 2;1;1;718;Si
89;Izquierda;300;72;24;Suma;68;ab518;Bloque 2;1;1;589;Si
177;Derecha;300;63;29;Suma;77;ab518;Bloque 2;1;1;2676;Si
52;Izquierda;750;53;25;Suma;78;ab518;Bloque 2;1;0;670;No
196;Izquierda;1250;56;25;Resta;44;ab518;Bloque 2;1;1;1208;No
316;Izquierda;1250;73;29;Resta;31;ab518;Bloque 2;1;0;532;No
13;Izquierda;300;35;24;Suma;83;ab518;Bloque 2;1;0;602;Si
297;Izquierda;300;62;27;Resta;35;ab518;Bloque 2;1;0;571;No
25;Izquierda;300;42;31;Suma;87;ab518;Bloque 2;1;1;479;No
336;Izquierda;1250;82;46;Resta;43;ab518;Bloque 2;1;1;1456;Si
88;Izquierda;300;72;23;Suma;95;ab518;Bloque 2;1;1;942;Si
345;Derecha;300;84;38;Resta;55;ab518;Bloque 2;1;1;561;Si
186;Derecha;1250;67;29;Suma;114;ab518;Bloque 2;1;0;1411;No
228;Derecha;1250;76;24;Resta;52;ab518;Bloque 2;1;1;793;No
35;Derecha;750;45;31;Suma;90;f7bbe;Bloque 2;1;1;949;Si
85;Derecha;1250;71;25;Suma;96;f7bbe;Bloque 2;1;1;609;Si
307;Izquierda;1250;65;27;Resta;38;f7bbe;Bloque 2;1;0;648;No
48;Derecha;300;52;24;Suma;76;f7bbe;Bloque 2;1;1;603;Si
358;Derecha;1250;91;39;Resta;52;f7bbe;Bloque 2;1;1;563;Si
331;Derecha;300;81;49;Resta;27;f7bbe;Bloque 2;1;1;837;No
17;Izquierda;750;38;21;Suma;59;f7bbe;Bloque 2;1;1;626;Si
155;Izquierda;750;53;39;Suma;65;f7bbe;Bloque 2;1;1;442;No
365;Izquierda;750;92;45;Resta;40;f7bbe;Bloque 2;1;1;576;No
184;Derecha;1250;67;25;Suma;130;f7bbe;Bloque 2;1;1;752;No
379;Derecha;1250;96;27;Resta;98;f7bbe;Bloque 2;1;1;607;No
249;Derecha;750;86;42;Resta;44;f7bbe;Bloque 2;1;1;741;Si
214;Izquierda;750;69;24;Resta;64;f7bbe;Bloque 2;1;1;677;Si
376;Derecha;300;95;27;Resta;68;f7bbe;Bloque 2;1;1;526;Si
126;Izquierda;750;45;28;Suma;73;f7bbe;Bloque 2;1;1;666;Si
224;Izquierda;300;74;42;Resta;45;f7bbe;Bloque 2;1;1;607;No
206;Izquierda;300;65;21;Resta;44;f7bbe;Bloque 2;1;0;782;Si
38;Izquierda;1250;47;21;Suma;48;f7bbe;Bloque 2;1;0;888;Si
24;Izquierda;750;42;26;Suma;68;f7bbe;Bloque 2;1;1;622;Si
144;Izquierda;750;49;25;Suma;74;f7bbe;Bloque 2;1;1;544;No
367;Izquierda;300;93;27;Resta;66;f7bbe;Bloque 2;1;1;613;No
349;Izquierda;1250;85;49;Resta;25;f7bbe;Bloque 2;1;1;550;Si
248;Izquierda;1250;86;34;Resta;74;f7bbe;Bloque 2;1;1;537;Si
280;Derecha;750;96;42;Resta;38;f7bbe;Bloque 2;1;1;748;Si
186;Izquierda;300;67;29;Suma;114;f7bbe;Bloque 2;1;1;1130;No
82;Derecha;750;65;24;Suma;89;f7bbe;Bloque 2;1;0;711;No
221;Derecha;750;74;23;Resta;51;f7bbe;Bloque 2;1;0;858;Si
267;Derecha;300;93;21;Resta;51;f7bbe;Bloque 2;1;1;718;Si
278;Izquierda;300;95;34;Resta;73;f7bbe;Bloque 2;1;1;696;Si
128;Izquierda;1250;45;36;Suma;68;f7bbe;Bloque 2;1;1;549;Si
20;Derecha;750;41;35;Suma;64;f7bbe;Bloque 2;1;1;682;No
12;Derecha;300;35;23;Suma;58;f7bbe;Bloque 2;1;1;769;Si
356;Derecha;750;87;39;Resta;68;f7bbe;Bloque 2;1;1;895;Si
232;Derecha;1250;79;34;Resta;45;f7bbe;Bloque 2;1;0;542;No
243;Derecha;300;84;43;Resta;41;f7bbe;Bloque 2;1;1;856;No
353;Derecha;1250;86;47;Resta;39;f7bbe;Bloque 2;1;1;755;No
274;Izquierda;750;94;42;Resta;52;5ff48;Bloque 2;1;1;546;No
133;Derecha;1250;47;35;Suma;69;5ff48;Bloque 2;1;1;526;Si
78;Izquierda;1250;64;21;Suma;85;5ff48;Bloque 2;1;1;937;No
31;Derecha;300;43;35;Suma;66;5ff48;Bloque 2;1;1;588;Si
327;Izquierda;300;76;28;Resta;57;5ff48;Bloque 2;1;1;497;No
22;Derecha;300;41;38;Suma;79;5ff48;Bloque 2;1;1;573;Si
122;Derecha;300;43;38;Suma;115;5ff48;Bloque 2;1;1;417;Si
296;Izquierda;300;62;25;Resta;37;5ff48;Bloque 2;1;1;435;Si
251;Izquierda;750;87;26;Resta;61;5ff48;Bloque 2;1;1;844;No
52;Izquierda;300;53;25;Suma;78;5ff48;Bloque 2;1;1;603;No
66;Izquierda;750;61;23;Suma;84;5ff48;Bloque 2;1;0;497;No
65;Derecha;750;57;41;Suma;69;5ff48;Bloque 2;1;1;735;Si
237;Derecha;300;82;31;Resta;51;5ff48;Bloque 2;1;1;604;Si
173;Izquierda;300;59;35;Suma;66;5ff48;Bloque 2;1;1;569;Si
315;Derecha;1250;73;27;Resta;55;5ff48;Bloque 2;1;1;563;Si
240;Izquierda;1250;83;41;Resta;50;5ff48;Bloque 2;1;1;483;Si
326;Izquierda;1250;75;29;Resta;39;5ff48;Bloque 2;1;1;578;No
357;Derecha;1250;87;48;Resta;39;5ff48;Bloque 2;1;0;619;No
279;Derecha;1250;96;34;Resta;44;5ff48;Bloque 2;1;1;690;No
321;Derecha;750;74;26;Resta;48;5ff48;Bloque 2;1;1;550;No
381;Derecha;750;96;39;Resta;57;5ff48;Bloque 2;1;1;489;Si
97;Derecha;750;32;29;Suma;51;5ff48;Bloque 2;1;0;573;No
98;Izquierda;300;34;28;Suma;52;5ff48;Bloque 2;1;1;612;No
347;Derecha;300;85;38;Resta;47;5ff48;Bloque 2;1;0;533;No
349;Izquierda;1250;85;49;Resta;25;5ff48;Bloque 2;1;0;407;Si
185;Izquierda;750;67;28;Suma;80;5ff48;Bloque 2;1;1;899;No
194;Derecha;300;54;21;Resta;23;5ff48;Bloque 2;1;0;724;No
264;Derecha;300;89;45;Resta;31;5ff48;Bloque 2;1;1;599;No
346;Derecha;1250;85;26;Resta;42;5ff48;Bloque 2;1;1;556;Si
167;Derecha;1250;58;36;Suma;94;5ff48;Bloque 2;1;1;593;Si
40;Izquierda;1250;48;21;Suma;69;5ff48;Bloque 2;1;1;558;No
176;Derecha;750;63;28;Suma;64;5ff48;Bloque 2;1;1;548;Si
168;Izquierda;1250;59;23;Suma;58;5ff48;Bloque 2;1;1;635;Si
143;Izquierda;1250;49;23;Suma;72;5ff48;Bloque 2;1;1;562;Si
69;Derecha;750;61;35;Suma;114;5ff48;Bloque 2;1;1;555;Si
367;Izquierda;300;93;27;Resta;66;5ff48;Bloque 2;1;1;494;No
353;Derecha;1250;86;47;Resta;39;f5112;Bloque 2;1;1;436;No
340;Izquierda;300;83;45;Resta;27;f5112;Bloque 2;1;1;410;Si
203;Derecha;1250;59;23;Resta;36;f5112;Bloque 2;1;1;494;No
335;Derecha;750;82;37;Resta;64;f5112;Bloque 2;1;1;462;No
144;Derecha;750;49;25;Suma;74;f5112;Bloque 2;1;1;693;No
282;Derecha;300;96;45;Resta;51;f5112;Bloque 2;1;1;422;Si
318;Derecha;300;73;35;Resta;32;f5112;Bloque 2;1;0;425;Si
163;Derecha;1250;58;24;Suma;98;f5112;Bloque 2;1;1;399;Si
170;Derecha;1250;59;25;Suma;100;f5112;Bloque 2;1;1;607;Si
2;Izquierda;300;31;25;Suma;47;f5112;Bloque 2;1;1;444;No
11;Derecha;750;35;21;Suma;40;f5112;Bloque 2;1;1;510;No
45;Izquierda;300;51;36;Suma;87;f5112;Bloque 2;1;1;477;No
285;Derecha;1250;97;41;Resta;67;f5112;Bloque 2;1;1;682;Si
292;Derecha;300;61;28;Resta;33;f5112;Bloque 2;1;1;543;No
127;Izquierda;300;45;29;Suma;74;f5112;Bloque 2;1;1;593;Si
268;Izquierda;1250;93;31;Resta;62;f5112;Bloque 2;1;1;400;Si
43;Izquierda;1250;51;25;Suma;64;f5112;Bloque 2;1;1;552;No
235;Derecha;750;79;45;Resta;29;f5112;Bloque 2;1;0;584;No
59;Derecha;750;54;43;Suma;97;f5112;Bloque 2;1;1;511;Si
242;Derecha;750;84;31;Resta;63;f5112;Bloque 2;1;1;537;No
245;Izquierda;300;85;32;Resta;45;f5112;Bloque 2;1;1;543;Si
103;Derecha;750;36;25;Suma;61;f5112;Bloque 2;1;1;424;No
247;Derecha;750;85;43;Resta;42;f5112;Bloque 2;1;1;739;Si
125;Izquierda;1250;45;27;Suma;72;f5112;Bloque 2;1;1;602;No
246;Izquierda;300;85;42;Resta;43;f5112;Bloque 2;1;1;538;No
307;Derecha;1250;65;27;Resta;38;f5112;Bloque 2;1;1;297;No
319;Derecha;1250;73;38;Resta;25;f5112;Bloque 2;1;0;388;No
229;Izquierda;300;78;23;Resta;55;f5112;Bloque 2;1;1;349;No
169;Izquierda;750;59;24;Suma;70;f5112;Bloque 2;1;1;508;No
31;Izquierda;300;43;35;Suma;66;f5112;Bloque 2;1;1;435;Si
324;Izquierda;750;74;29;Resta;45;f5112;Bloque 2;1;0;529;No
362;Izquierda;300;92;28;Resta;64;f5112;Bloque 2;1;0;508;No
149;Derecha;750;49;37;Suma;86;f5112;Bloque 2;1;1;495;No
160;Derecha;1250;57;28;Suma;85;f5112;Bloque 2;1;1;518;No
44;Derecha;750;51;35;Suma;86;f5112;Bloque 2;1;1;565;No
69;Izquierda;750;61;35;Suma;114;f5112;Bloque 2;1;1;529;Si
249;Derecha;750;86;42;Resta;44;f5411;Bloque 2;1;1;536;Si
103;Derecha;750;36;25;Suma;61;f5411;Bloque 2;1;1;581;No
241;Izquierda;750;83;42;Resta;41;f5411;Bloque 2;1;1;496;Si
31;Izquierda;750;43;35;Suma;66;f5411;Bloque 2;1;1;472;Si
235;Derecha;1250;79;45;Resta;29;f5411;Bloque 2;1;1;577;No
137;Derecha;750;48;26;Suma;52;f5411;Bloque 2;0;0;502;Si
341;Izquierda;750;84;27;Resta;57;f5411;Bloque 2;1;0;1118;Si
65;Izquierda;750;57;41;Suma;69;f5411;Bloque 2;1;1;434;Si
88;Derecha;1250;72;23;Suma;95;f5411;Bloque 2;1;1;581;Si
245;Izquierda;750;85;32;Resta;45;f5411;Bloque 2;1;1;543;Si
170;Derecha;750;59;25;Suma;100;f5411;Bloque 2;1;0;550;Si
153;Izquierda;1250;53;29;Suma;82;f5411;Bloque 2;1;1;480;No
54;Izquierda;1250;53;32;Suma;101;f5411;Bloque 2;1;1;541;Si
118;Izquierda;1250;42;29;Suma;60;f5411;Bloque 2;1;1;494;No
133;Derecha;1250;47;35;Suma;69;f5411;Bloque 2;1;1;656;Si
279;Derecha;1250;96;34;Resta;44;f5411;Bloque 2;1;0;612;No
384;Derecha;300;97;48;Resta;49;f5411;Bloque 2;1;1;490;No
1;Izquierda;300;31;23;Suma;54;f5411;Bloque 2;1;1;678;No
334;Derecha;750;82;36;Resta;33;f5411;Bloque 2;1;1;665;No
281;Izquierda;750;96;43;Resta;53;f5411;Bloque 2;1;1;540;No
346;Derecha;1250;85;26;Resta;42;f5411;Bloque 2;1;1;543;Si
189;Izquierda;300;69;23;Suma;92;f5411;Bloque 2;1;1;771;No
92;Izquierda;300;73;24;Suma;115;f5411;Bloque 2;1;1;547;Si
175;Derecha;750;62;29;Suma;91;f5411;Bloque 2;1;1;526;Si
314;Derecha;1250;72;28;Resta;44;f5411;Bloque 2;1;1;593;Si
134;Izquierda;1250;47;39;Suma;86;f5411;Bloque 2;1;1;448;Si
46;Izquierda;750;51;45;Suma;96;f5411;Bloque 2;1;1;736;Si
165;Derecha;750;58;27;Suma;85;f5411;Bloque 2;1;1;459;No
32;Izquierda;300;43;36;Suma;79;f5411;Bloque 2;1;1;708;Si
100;Derecha;750;35;27;Suma;62;f5411;Bloque 2;1;0;593;No
361;Derecha;300;92;26;Resta;47;f5411;Bloque 2;1;1;599;No
84;Derecha;750;67;31;Suma;98;f5411;Bloque 2;1;1;488;Si
285;Derecha;1250;97;41;Resta;67;f5411;Bloque 2;1;1;478;Si
78;Derecha;300;64;21;Suma;85;f5411;Bloque 2;1;1;616;No
267;Izquierda;750;93;21;Resta;51;f5411;Bloque 2;1;1;954;Si
364;Derecha;750;92;39;Resta;53;f5411;Bloque 2;1;1;688;Si
363;Derecha;750;92;37;Resta;39;70e3b;Bloque 2;1;1;545;Si
240;Izquierda;300;83;41;Resta;50;70e3b;Bloque 2;1;1;683;Si
92;Izquierda;750;73;24;Suma;115;70e3b;Bloque 2;1;1;587;Si
186;Izquierda;750;67;29;Suma;114;70e3b;Bloque 2;1;1;515;No
232;Izquierda;750;79;34;Resta;45;70e3b;Bloque 2;1;0;487;No
254;Derecha;750;87;35;Resta;52;70e3b;Bloque 2;1;1;428;Si
129;Derecha;300;45;37;Suma;82;70e3b;Bloque 2;1;1;781;No
336;Izquierda;300;82;46;Resta;43;70e3b;Bloque 2;1;1;706;Si
253;Derecha;1250;87;32;Resta;78;70e3b;Bloque 2;1;1;583;No
235;Izquierda;750;79;45;Resta;29;70e3b;Bloque 2;1;0;553;No
299;Izquierda;750;63;24;Resta;28;70e3b;Bloque 2;1;1;527;Si
38;Derecha;1250;47;21;Suma;48;70e3b;Bloque 2;1;1;612;Si
244;Izquierda;300;85;23;Resta;62;70e3b;Bloque 2;1;1;798;Si
342;Derecha;300;84;28;Resta;47;70e3b;Bloque 2;1;1;611;Si
161;Izquierda;1250;57;29;Suma;72;70e3b;Bloque 2;1;1;599;No
42;Izquierda;1250;51;23;Suma;74;70e3b;Bloque 2;1;1;814;No
381;Izquierda;750;96;39;Resta;57;70e3b;Bloque 2;1;1;466;Si
216;Izquierda;1250;72;41;Resta;31;70e3b;Bloque 2;1;1;724;Si
354;Derecha;1250;86;48;Resta;38;70e3b;Bloque 2;1;1;572;Si
280;Derecha;300;96;42;Resta;38;70e3b;Bloque 2;1;1;690;Si
16;Izquierda;750;37;21;Suma;58;70e3b;Bloque 2;1;1;597;No
112;Izquierda;750;38;26;Suma;64;70e3b;Bloque 2;1;0;863;Si
356;Izquierda;300;87;39;Resta;68;70e3b;Bloque 2;1;1;934;Si
159;Derecha;300;57;24;Suma;81;70e3b;Bloque 2;1;0;433;No
270;Izquierda;300;93;41;Resta;52;70e3b;Bloque 2;1;1;506;No
220;Derecha;750;74;21;Resta;45;70e3b;Bloque 2;1;1;647;Si
361;Derecha;750;92;26;Resta;47;70e3b;Bloque 2;1;1;669;No
303;Izquierda;750;64;26;Resta;54;70e3b;Bloque 2;1;1;597;No
162;Izquierda;1250;57;39;Suma;96;70e3b;Bloque 2;1;1;634;Si
100;Derecha;300;35;27;Suma;62;70e3b;Bloque 2;1;1;565;No
259;Derecha;1250;89;27;Resta;62;70e3b;Bloque 2;1;1;415;Si
70;Derecha;750;61;37;Suma;82;70e3b;Bloque 2;1;1;1047;Si
109;Izquierda;300;37;28;Suma;92;70e3b;Bloque 2;1;1;613;Si
9;Derecha;300;32;27;Suma;70;70e3b;Bloque 2;1;1;1028;No
79;Derecha;1250;64;23;Suma;73;70e3b;Bloque 2;1;1;727;Si
333;Izquierda;300;82;35;Resta;47;70e3b;Bloque 2;1;0;719;No
139;Izquierda;750;48;35;Suma;70;9e11c;Bloque 2;1;1;418;Si
334;Derecha;300;82;36;Resta;33;9e11c;Bloque 2;1;1;576;No
141;Derecha;750;48;37;Suma;60;9e11c;Bloque 2;1;1;1398;Si
109;Derecha;750;37;28;Suma;92;9e11c;Bloque 2;1;1;779;Si
100;Derecha;300;35;27;Suma;62;9e11c;Bloque 2;1;1;847;No
50;Izquierda;1250;52;43;Suma;95;9e11c;Bloque 2;1;1;416;No
218;Derecha;1250;73;32;Resta;41;9e11c;Bloque 2;1;1;409;Si
358;Izquierda;300;91;39;Resta;52;9e11c;Bloque 2;1;1;964;Si
365;Derecha;750;92;45;Resta;40;9e11c;Bloque 2;1;1;578;No
196;Derecha;1250;56;25;Resta;44;9e11c;Bloque 2;1;1;349;No
148;Izquierda;750;49;35;Suma;84;9e11c;Bloque 2;1;1;501;No
202;Izquierda;750;58;26;Resta;27;9e11c;Bloque 2;1;1;446;No
80;Izquierda;1250;64;25;Suma;89;9e11c;Bloque 2;1;1;464;Si
162;Izquierda;750;57;39;Suma;96;9e11c;Bloque 2;1;1;591;Si
19;Izquierda;750;41;27;Suma;96;9e11c;Bloque 2;1;1;800;Si
262;Derecha;1250;89;37;Resta;62;9e11c;Bloque 2;1;0;287;No
4;Izquierda;1250;31;27;Suma;49;9e11c;Bloque 2;1;1;323;No
44;Izquierda;750;51;35;Suma;86;9e11c;Bloque 2;1;1;311;No
33;Izquierda;300;45;23;Suma;96;9e11c;Bloque 2;1;1;593;Si
234;Derecha;1250;79;43;Resta;36;9e11c;Bloque 2;1;1;1318;No
283;Derecha;750;97;26;Resta;100;9e11c;Bloque 2;1;1;1583;Si
7;Izquierda;300;32;24;Suma;56;9e11c;Bloque 2;1;1;473;No
99;Derecha;750;34;29;Suma;63;9e11c;Bloque 2;1;1;442;No
232;Derecha;1250;79;34;Resta;45;9e11c;Bloque 2;1;1;280;No
367;Derecha;1250;93;27;Resta;66;9e11c;Bloque 2;1;1;698;No
356;Izquierda;750;87;39;Resta;68;9e11c;Bloque 2;1;1;645;Si
323;Derecha;750;74;28;Resta;39;9e11c;Bloque 2;1;1;1021;No
224;Izquierda;1250;74;42;Resta;45;9e11c;Bloque 2;1;1;463;No
342;Izquierda;300;84;28;Resta;47;9e11c;Bloque 2;1;1;856;Si
338;Derecha;1250;83;29;Resta;54;9e11c;Bloque 2;1;1;501;Si
142;Izquierda;750;48;39;Suma;87;9e11c;Bloque 2;1;1;415;Si
307;Derecha;1250;65;27;Resta;38;9e11c;Bloque 2;1;1;853;No
82;Derecha;1250;65;24;Suma;89;9e11c;Bloque 2;1;1;522;No
273;Derecha;300;94;32;Resta;52;9e11c;Bloque 2;1;1;639;No
231;Izquierda;300;78;27;Resta;51;9e11c;Bloque 2;1;1;483;No
110;Derecha;1250;38;23;Suma;61;9e11c;Bloque 2;1;1;339;No
300;Izquierda;750;63;26;Resta;44;15b29;Bloque 2;1;1;546;No
222;Izquierda;750;74;31;Resta;43;15b29;Bloque 2;1;1;549;Si
36;Izquierda;300;45;34;Suma;79;15b29;Bloque 2;1;1;729;Si
76;Derecha;300;63;26;Suma;89;15b29;Bloque 2;1;1;417;Si
200;Izquierda;1250;57;26;Resta;37;15b29;Bloque 2;1;1;534;No
319;Derecha;300;73;38;Resta;25;15b29;Bloque 2;1;0;509;No
175;Derecha;750;62;29;Suma;91;15b29;Bloque 2;1;1;460;Si
122;Izquierda;750;43;38;Suma;115;15b29;Bloque 2;1;1;397;Si
160;Derecha;1250;57;28;Suma;85;15b29;Bloque 2;1;1;609;No
205;Izquierda;300;63;21;Resta;35;15b29;Bloque 2;1;1;469;Si
48;Derecha;1250;52;24;Suma;76;15b29;Bloque 2;1;1;338;Si
69;Izquierda;1250;61;35;Suma;114;15b29;Bloque 2;1;1;467;Si
269;Izquierda;300;93;32;Resta;73;15b29;Bloque 2;1;0;481;No
10;Izquierda;1250;34;23;Suma;68;15b29;Bloque 2;1;1;371;Si
213;Derecha;300;68;26;Resta;42;15b29;Bloque 2;1;1;590;Si
247;Izquierda;1250;85;43;Resta;42;15b29;Bloque 2;1;0;543;Si
173;Izquierda;1250;59;35;Suma;66;15b29;Bloque 2;1;1;469;Si
27;Derecha;1250;43;24;Suma;95;15b29;Bloque 2;1;1;369;Si
299;Izquierda;1250;63;24;Resta;28;15b29;Bloque 2;1;1;802;Si
198;Izquierda;1250;57;24;Resta;39;15b29;Bloque 2;1;1;672;No
350;Derecha;300;86;28;Resta;49;15b29;Bloque 2;1;1;543;Si
341;Derecha;750;84;27;Resta;57;15b29;Bloque 2;1;0;541;Si
359;Derecha;750;91;43;Resta;48;15b29;Bloque 2;1;1;1305;Si
47;Derecha;300;52;23;Suma;89;15b29;Bloque 2;1;1;784;No
162;Derecha;300;57;39;Suma;96;15b29;Bloque 2;1;1;556;Si
228;Izquierda;750;76;24;Resta;52;15b29;Bloque 2;1;1;602;No
21;Izquierda;1250;41;37;Suma;93;15b29;Bloque 2;1;1;697;No
322;Derecha;300;74;27;Resta;47;15b29;Bloque 2;1;1;671;Si
127;Derecha;750;45;29;Suma;74;15b29;Bloque 2;1;1;440;Si
317;Izquierda;300;73;34;Resta;55;15b29;Bloque 2;1;1;639;No
1;Izquierda;300;31;23;Suma;54;15b29;Bloque 2;1;1;457;No
209;Izquierda;300;67;23;Resta;37;15b29;Bloque 2;1;0;420;Si
367;Derecha;750;93;27;Resta;66;15b29;Bloque 2;1;0;610;No
113;Derecha;1250;38;29;Suma;56;15b29;Bloque 2;1;1;411;Si
167;Derecha;1250;58;36;Suma;94;15b29;Bloque 2;1;1;536;Si
227;Izquierda;1250;75;34;Resta;41;15b29;Bloque 2;1;1;511;Si
203;Izquierda;1250;59;23;Resta;36;4ba98;Bloque 2;1;0;995;No
94;Izquierda;1250;75;21;Suma;114;4ba98;Bloque 2;1;1;1373;Si
19;Derecha;300;41;27;Suma;96;4ba98;Bloque 2;1;1;1257;Si
23;Derecha;300;42;25;Suma;56;4ba98;Bloque 2;1;0;840;Si
330;Izquierda;750;81;36;Resta;64;4ba98;Bloque 2;1;0;957;No
224;Izquierda;300;74;42;Resta;45;4ba98;Bloque 2;1;0;1396;No
178;Izquierda;1250;64;27;Suma;77;4ba98;Bloque 2;1;0;2250;Si
28;Derecha;750;43;25;Suma;68;4ba98;Bloque 2;1;0;1163;Si
364;Izquierda;300;92;39;Resta;53;4ba98;Bloque 2;1;1;2053;Si
221;Izquierda;300;74;23;Resta;51;4ba98;Bloque 2;1;1;1232;Si
312;Izquierda;1250;72;23;Resta;49;4ba98;Bloque 2;1;0;1600;Si
3;Izquierda;1250;31;26;Suma;48;4ba98;Bloque 2;1;0;943;No
26;Izquierda;750;43;21;Suma;64;4ba98;Bloque 2;1;1;1089;Si
47;Izquierda;1250;52;23;Suma;89;4ba98;Bloque 2;1;1;844;No
44;Izquierda;1250;51;35;Suma;86;4ba98;Bloque 2;1;1;711;No
372;Derecha;750;94;29;Resta;46;4ba98;Bloque 2;1;1;2473;Si
69;Izquierda;1250;61;35;Suma;114;4ba98;Bloque 2;1;1;1343;Si
291;Derecha;750;61;26;Resta;35;4ba98;Bloque 2;1;1;922;No
176;Derecha;1250;63;28;Suma;64;4ba98;Bloque 2;1;0;523;Si
374;Derecha;1250;94;37;Resta;57;4ba98;Bloque 2;1;0;434;No
274;Izquierda;750;94;42;Resta;52;4ba98;Bloque 2;1;1;1234;No
271;Derecha;750;93;42;Resta;61;4ba98;Bloque 2;1;0;627;No
297;Derecha;1250;62;27;Resta;35;4ba98;Bloque 2;1;1;982;No
184;Derecha;300;67;25;Suma;130;4ba98;Bloque 2;1;1;1177;No
56;Izquierda;300;53;45;Suma;98;4ba98;Bloque 2;1;1;1031;No
267;Derecha;750;93;21;Resta;51;4ba98;Bloque 2;1;1;455;Si
